Year;Cor reconstruction;Cor & Stat reconstruction;Villalba reconstruction;Cor reconstruction 30yr filtered;Cor & Stat reconstruction 30yr filtered;Villalba reconstruction 30yr filtered;Target SAM (Marshall);Target SAM (Marshall) 30yr filtered
1371;-0.8141;0.1574;NA;-2.2665;-1.2683;NA;NA;NA
1372;-3.0026;-2.2916;NA;-2.3566;-1.3861;NA;NA;NA
1373;-4.1326;-3.2696;NA;-2.4315;-1.4887;NA;NA;NA
1374;-3.3996;-2.4451;NA;-2.4457;-1.5198;NA;NA;NA
1375;-3.1301;-2.3371;NA;-2.3832;-1.4627;NA;NA;NA
1376;-2.4311;-1.4986;NA;-2.2831;-1.3649;NA;NA;NA
1377;-2.4296;-1.5056;NA;-2.1829;-1.2659;NA;NA;NA
1378;-2.6186;-1.8086;NA;-1.9965;-1.0726;NA;NA;NA
1379;-0.9551;0.2564;NA;-1.6925;-0.7512;NA;NA;NA
1380;-0.5296;0.3869;NA;-1.3903;-0.4304;NA;NA;NA
1381;-0.6756;0.3074;NA;-1.2096;-0.2385;NA;NA;NA
1382;-0.8506;0.2409;NA;-1.1208;-0.1446;NA;NA;NA
1383;-1.5001;-0.5986;NA;-1.033;-0.0514;NA;NA;NA
1384;-0.4646;0.6269;NA;-0.9739;0.0119;NA;NA;NA
1385;-0.5641;0.3839;NA;-0.9709;0.016;NA;NA;NA
1386;-1.6331;-0.7396;NA;-1.1077;-0.1271;NA;NA;NA
1387;-0.1541;0.7054;NA;-1.3717;-0.4041;NA;NA;NA
1388;-1.2816;-0.2411;NA;-1.6465;-0.6923;NA;NA;NA
1389;-0.1811;0.8284;NA;-1.8154;-0.8687;NA;NA;NA
1390;-2.7116;-1.6601;NA;-1.9137;-0.9695;NA;NA;NA
1391;-3.7671;-2.8776;NA;-2.033;-1.0912;NA;NA;NA
1392;-3.3021;-2.3791;NA;-2.1415;-1.2009;NA;NA;NA
1393;-2.5831;-1.6391;NA;-2.2075;-1.2661;NA;NA;NA
1394;-3.5591;-2.8171;NA;-2.21;-1.2636;NA;NA;NA
1395;-2.5251;-1.5256;NA;-2.1687;-1.2139;NA;NA;NA
1396;-1.9981;-1.1016;NA;-2.1134;-1.1499;NA;NA;NA
1397;-1.4071;-0.3666;NA;-2.0738;-1.1042;NA;NA;NA
1398;0.6654;1.6274;NA;-1.9987;-1.0218;NA;NA;NA
1399;-1.6106;-0.6151;NA;-1.8582;-0.8702;NA;NA;NA
1400;-1.6196;-0.5326;NA;-1.7148;-0.7164;NA;NA;NA
1401;-2.4486;-1.4866;NA;-1.6307;-0.6273;NA;NA;NA
1402;-1.5446;-0.3786;NA;-1.6324;-0.6286;NA;NA;NA
1403;-1.6441;-0.6666;NA;-1.6804;-0.6776;NA;NA;NA
1404;-2.1196;-1.1176;NA;-1.7384;-0.7384;NA;NA;NA
1405;-2.3836;-1.5326;NA;-1.7698;-0.7748;NA;NA;NA
1406;-1.3841;-0.4666;NA;-1.8091;-0.8256;NA;NA;NA
1407;-2.6266;-1.6136;NA;-1.8844;-0.9189;NA;NA;NA
1408;-0.9686;0.1374;NA;-1.95;-1.0032;NA;NA;NA
1409;-1.2016;-0.1476;NA;-1.9603;-1.027;NA;NA;NA
1410;-1.3781;-0.5681;-2.8628;-1.8882;-0.9595;NA;NA;NA
1411;-3.0721;-2.2491;-4.1393;-1.7655;-0.8366;NA;NA;NA
1412;-2.8206;-1.9396;-1.7158;-1.6349;-0.7067;NA;NA;NA
1413;-1.3246;-0.4496;-0.2993;-1.5394;-0.6182;NA;NA;NA
1414;-1.6286;-0.7906;-3.2063;-1.4419;-0.5232;NA;NA;NA
1415;-1.6081;-0.7561;-2.2513;-1.308;-0.3824;NA;NA;NA
1416;-1.6581;-0.6681;-2.6573;-1.1843;-0.2573;NA;NA;NA
1417;-0.5891;0.2179;-0.8648;-1.1173;-0.2091;NA;NA;NA
1418;0.8844;1.8279;0.5007;-1.1096;-0.2447;NA;NA;NA
1419;-1.0951;-0.0951;-0.4133;-1.1245;-0.3161;NA;NA;NA
1420;-1.6491;-0.8381;-1.5758;-1.1496;-0.4025;NA;NA;NA
1421;-0.4786;0.3764;-1.0493;-1.1724;-0.483;NA;NA;NA
1422;-1.1101;-0.3241;-0.8143;-1.2325;-0.6203;NA;NA;NA
1423;-1.1796;-0.2501;-1.2963;-1.3457;-0.8389;NA;NA;NA
1424;-1.9056;-1.6206;-4.6473;-1.4643;-1.0602;NA;NA;NA
1425;-1.0131;-0.8761;-0.5028;-1.5403;-1.2061;-2.5859;NA;NA
1426;-2.5136;-2.3701;-3.9378;-1.5946;-1.3108;-2.8168;NA;NA
1427;-3.3656;-3.5066;-5.3343;-1.6642;-1.4358;-3.0336;NA;NA
1428;-1.7796;-1.7596;-4.1168;-1.7255;-1.543;-3.1722;NA;NA
1429;-1.5181;-1.4006;-4.1738;-1.7548;-1.5941;-3.2006;NA;NA
1430;-2.0221;-2.1141;-3.9873;-1.7367;-1.5519;-3.1507;NA;NA
1431;-0.7551;-0.4451;-1.1213;-1.6849;-1.438;-3.0537;NA;NA
1432;0.0574;0.2749;0.2302;-1.6188;-1.303;-2.9408;NA;NA
1433;-1.5066;-1.0266;-2.0148;-1.558;-1.1974;-2.8432;NA;NA
1434;-2.8441;-2.4821;-5.0853;-1.4703;-1.0581;-2.7273;NA;NA
1435;-1.2036;-0.4846;-2.3303;-1.3395;-0.8433;-2.5635;NA;NA
1436;-1.2596;-0.6261;-3.2833;-1.2097;-0.6349;-2.3893;NA;NA
1437;-1.7376;-1.2601;-3.1008;-1.1246;-0.5151;-2.2421;NA;NA
1438;-1.0856;-0.2216;-2.4678;-1.0696;-0.4657;-2.1594;NA;NA
1439;-1.2946;-0.5831;-1.7003;-1.0168;-0.4303;-2.129;NA;NA
1440;-0.3976;0.4124;0.4842;-0.99;-0.4343;-2.114;NA;NA
1441;-2.1466;-1.5861;-2.9813;-1.0028;-0.5147;-2.1147;NA;NA
1442;0.2744;0.6354;-1.5073;-1.0399;-0.6583;-2.1314;NA;NA
1443;-0.4876;-0.0651;-2.9783;-1.0818;-0.8147;-2.1643;NA;NA
1444;-0.7326;-0.7346;-2.1823;-1.1092;-0.9336;-2.2614;NA;NA
1445;-0.6721;-0.6191;-2.4978;-1.1574;-1.0812;-2.4292;NA;NA
1446;-0.8426;-1.1096;-3.4933;-1.2456;-1.3022;-2.6065;NA;NA
1447;-1.6816;-1.9491;-2.6843;-1.3307;-1.5142;-2.7317;NA;NA
1448;-1.5981;-1.5716;-0.4088;-1.3699;-1.6346;-2.7977;NA;NA
1449;-3.0541;-3.3686;-4.1303;-1.3613;-1.6626;-2.843;NA;NA
1450;-1.7651;-2.2681;-3.0408;-1.3381;-1.6605;-2.8756;NA;NA
1451;-1.8591;-2.3601;-3.2683;-1.3093;-1.6404;-2.9034;NA;NA
1452;-1.8726;-2.5261;-4.0413;-1.284;-1.6145;-2.934;NA;NA
1453;1.0429;0.6469;-1.7158;-1.2121;-1.5122;-2.9447;NA;NA
1454;-1.6461;-2.1486;-4.9628;-1.0802;-1.3154;-2.9268;NA;NA
1455;-1.6776;-1.9041;-4.2453;-0.952;-1.1153;-2.9095;NA;NA
1456;-0.8986;-0.6896;-2.6713;-0.8912;-1.0029;-2.922;NA;NA
1457;-0.4006;-0.1361;-1.1933;-0.8803;-0.949;-2.9935;NA;NA
1458;0.7779;0.9939;0.2442;-0.87;-0.8826;-3.123;NA;NA
1459;-1.4801;-1.3021;-2.9618;-0.8769;-0.8324;-3.2823;NA;NA
1460;-0.2951;-0.2486;-3.2953;-0.9175;-0.827;-3.4601;NA;NA
1461;-0.7761;-0.5986;-5.9408;-1.001;-0.8785;-3.645;NA;NA
1462;-1.6286;-1.3781;-2.5843;-1.1193;-0.9707;-3.8256;NA;NA
1463;-2.5256;-2.5111;-6.5838;-1.263;-1.0906;-4.0378;NA;NA
1464;-0.8616;-1.1221;-4.2843;-1.4226;-1.2249;-4.3008;NA;NA
1465;-2.0181;-1.2066;-4.2293;-1.6459;-1.4212;-4.5777;NA;NA
1466;-2.4311;-2.3766;-6.4348;-1.9423;-1.6923;-4.8315;NA;NA
1467;-2.6271;-2.8286;-5.4228;-2.2456;-1.9729;-5.0759;NA;NA
1468;-1.0086;-1.3471;-3.9873;-2.4893;-2.1976;-5.3331;NA;NA
1469;-2.0676;-1.2186;-2.8233;-2.7545;-2.4313;-5.579;NA;NA
1470;-1.7926;-0.9381;-5.0013;-3.0686;-2.7034;-5.7893;NA;NA
1471;-3.0676;-3.0421;-6.0418;-3.2849;-2.8963;-5.9399;NA;NA
1472;-3.2681;-2.4886;-6.0083;-3.3953;-3.0047;-6.0657;NA;NA
1473;-4.8561;-4.3551;-8.0608;-3.4847;-3.0972;-6.1967;NA;NA
1474;-4.5751;-3.7971;-7.2468;-3.5452;-3.1672;-6.3013;NA;NA
1475;-4.6156;-4.6651;-7.6483;-3.569;-3.2081;-6.3477;NA;NA
1476;-4.4866;-4.4736;-6.7103;-3.5079;-3.188;-6.2984;NA;NA
1477;-4.2566;-4.1841;-6.5478;-3.3625;-3.1089;-6.1641;NA;NA
1478;-3.5716;-2.6426;-4.9793;-3.1988;-3.0148;-5.9858;NA;NA
1479;-1.9071;-1.6816;-4.8958;-3.0824;-2.9498;-5.8042;NA;NA
